,TSPDT Rank,Title,Tier,Director,Year,RateCount,Genre,Country,Rating,0.5 Rating,1.0 Rating,1.5 Rating,2.0 Rating,2.5 Rating,3.0 Rating,3.5 Rating,4.0 Rating,4.5 Rating,5.0 Rating
367,N/A,To the Left of the Father,lowbrow,Luiz Fernando Carvalho,2001,988,['Drama'],Brazil,4.00151821862348,6,12,12,37,40,108,95,222,156,300
368,N/A,In Cold Blood,lowbrow,Richard Brooks,1967,6590,"['Crime', 'Drama']",USA,3.97556904400607,3,14,12,88,138,640,1068,2542,1213,872
369,N/A,Son of Saul,lowbrow,László Nemes,2015,24103,"['Drama', 'War', 'Thriller']",Hungary,3.97257602788035,79,170,149,546,765,2240,3438,7459,5161,4100
370,N/A,The Guns,lowbrow,Ruy Guerra,1964,838,['Drama'],Argentina,4.00715990453461,3,5,7,17,22,69,118,273,160,164
371,N/A,After Hours,lowbrow,Martin Scorsese,1985,38725,"['Drama', 'Thriller', 'Comedy']",USA,3.97009683666882,39,107,137,536,907,3690,6662,13956,7191,5500
372,N/A,The Hourglass Sanatorium,lowbrow,Wojciech Has,1973,2753,"['Horror', 'Fantasy', 'Drama']",Poland,3.97711587359244,4,14,14,71,85,253,426,854,527,504
373,N/A,Pale Flower,lowbrow,Masahiro Shinoda,1964,3359,"['Drama', 'Crime', 'Romance']",Japan,3.97350401905329,1,8,6,47,85,306,576,1244,634,452
374,N/A,The Suspended Step of the Stork,lowbrow,Theo Angelopoulos,1991,1000,['Drama'],Greece,3.995,0,4,6,20,21,84,167,332,210,156
375,N/A,The Great Beauty,lowbrow,Paolo Sorrentino,2013,32722,['Drama'],France,3.9667807591223,140,313,262,929,1168,3072,4570,9362,5884,7022
376,N/A,"Norte, the End of History",lowbrow,Lav Diaz,2013,2520,"['Drama', 'Crime']",Philippines,3.97678571428571,4,25,20,65,77,221,328,798,542,440
377,N/A,Love in the Afternoon,lowbrow,Éric Rohmer,1972,5613,"['Romance', 'Drama']",France,3.96908961339747,6,8,11,60,127,528,1000,2158,955,760
378,N/A,The Irishman,lowbrow,Martin Scorsese,2019,224936,"['Drama', 'Crime', 'History']",USA,3.96336291211722,473,1485,921,5521,5574,23723,31021,74960,44899,36359
379,N/A,The Way He Looks,lowbrow,Daniel Ribeiro,2014,23513,"['Romance', 'Drama']",Brazil,3.96646535958831,42,78,95,486,672,2634,3853,7748,3069,4836
380,N/A,"Three Billboards Outside Ebbing, Missouri",lowbrow,Martin McDonagh,2017,254321,"['Drama', 'Crime']",UK,3.96532531721722,1015,2543,1992,7238,7485,24505,31445,81131,47386,49581
381,N/A,In the Name of the Father,lowbrow,Jim Sheridan,1993,19098,['Drama'],UK,3.96908053199288,13,38,41,205,350,1843,3363,7393,3462,2392
382,N/A,The Twilight Samurai,lowbrow,Yoji Yamada,2002,3395,"['Drama', 'Romance', 'Action']",Japan,3.97187039764359,0,7,4,38,74,319,596,1316,603,438
383,N/A,I Knew Her Well,lowbrow,Antonio Pietrangeli,1965,2037,['Drama'],Italy,3.98011782032401,2,5,7,21,46,196,359,735,371,296
384,N/A,Castaway on the Moon,lowbrow,Lee Hae-jun,2009,6572,"['Comedy', 'Romance', 'Drama']",South Korea,3.96758977480219,15,17,26,102,157,636,1169,2258,1153,1039
385,N/A,Thief,lowbrow,Michael Mann,1981,22043,"['Thriller', 'Crime', 'Action']",USA,3.96577144671778,15,41,59,334,493,2190,4006,7708,4056,3141
386,N/A,Catch Me If You Can,lowbrow,Steven Spielberg,2002,199815,"['Drama', 'Crime']",USA,3.96362385206316,114,415,355,2341,3532,21967,34433,77649,29165,29844
387,N/A,God's Own Country,lowbrow,Francis Lee,2017,27247,"['Drama', 'Romance']",UK,3.96379417917569,57,102,99,462,693,2734,4612,9539,4388,4564
388,N/A,Toy Story 2,lowbrow,John Lasseter,1999,215760,"['Comedy', 'Animation', 'Family']",USA,3.96316740823137,244,791,628,4720,5161,29581,30965,70712,27726,45232
389,N/A,I'm No Longer Here,lowbrow,Fernando Frias,2019,8617,['Drama'],Mexico,3.96443077637229,7,26,18,117,188,740,1490,3496,1386,1149
390,N/A,On the Silver Globe,lowbrow,Andrzej Żuławski,1988,3839,"['Fantasy', 'Science Fiction', 'Drama', 'Adventure']",Poland,3.97369106538161,18,49,40,129,154,390,475,906,705,973
391,N/A,Heroic Purgatory,lowbrow,Yoshishige Yoshida,1970,788,['Drama'],Japan,4.001269035533,0,1,4,16,21,82,127,252,144,143
392,N/A,Pudhupettai,lowbrow,K. Selvaraghavan,2006,571,"['Action', 'Drama', 'Crime']",India,4.01488616462347,2,3,3,10,18,48,73,197,107,110
393,N/A,Dragon Inn,lowbrow,King Hu,1967,3764,"['Action', 'Adventure']",Hong Kong,3.96865037194474,3,7,11,44,98,368,654,1382,652,545
394,N/A,A Raisin in the Sun,lowbrow,Daniel Petrie,1961,2750,"['Romance', 'Drama']",USA,3.96818181818182,2,5,6,27,50,290,509,1016,444,401
